Ts,Depth,WaterTemp,Heading,PilotLat,PilotLon,DroneLat,DroneLon,DroneNorthing,DroneEasting,BatteryLevel,Monotonic,ChlorophyllASensor-Temperature,ChlorophyllASensor-Temperature-unit,ChlorophyllASensor-ChlorophyllAFluorescenceIntensity,ChlorophyllASensor-ChlorophyllAFluorescenceIntensity-unit,CrudeOilSensor-Temperature,CrudeOilSensor-Temperature-unit,CrudeOilSensor-CrudeOilFluorescenceIntensity,CrudeOilSensor-CrudeOilFluorescenceIntensity-unit,ConductivitySensor-Temperature,ConductivitySensor-Temperature-unit,ConductivitySensor-ActualConductivity,ConductivitySensor-ActualConductivity-unit,ConductivitySensor-SpecificConductivity,ConductivitySensor-SpecificConductivity-unit,ConductivitySensor-Salinity,ConductivitySensor-Salinity-unit,ConductivitySensor-Resistivity,ConductivitySensor-Resistivity-unit,ConductivitySensor-DensityOfWater,ConductivitySensor-DensityOfWater-unit,ConductivitySensor-TotalDissolvedSolids,ConductivitySensor-TotalDissolvedSolids-unit,TurbiditySensor-Turbidity,TurbiditySensor-Turbidity-unit,ProbeParameters-Temperature,ProbeParameters-Temperature-unit,ProbeParameters-ExternalVoltage,ProbeParameters-ExternalVoltage-unit
08/01/2025 14:49:37 +00:00,0,0,0,0,0,0,0,0,0,0,01/01/1970 00:00:36 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:41 +00:00,0,0,0,50.2016383,-66.3852017,0,0,0,0,0,01/01/1970 00:00:39 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:42 +00:00,-0.004,0,272,50.2016383,-66.3852017,0,0,0,0,0,01/01/1970 00:00:40 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:43 +00:00,-0.014,21.040102,271.6,50.2016383,-66.3852017,0,0,0,0,0.9894005,01/01/1970 00:00:41 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:44 +00:00,-0.009,21.040102,270.1,50.2016383,-66.3852017,0,0,0,0,0.9894005,01/01/1970 00:00:42 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:45 +00:00,-0.014,21.040102,270.2,50.2016383,-66.3852017,0,0,0,0,0.9894005,01/01/1970 00:00:43 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:46 +00:00,-0.015,21.040102,269.4,50.2016383,-66.3852017,0,0,0,0,0.9894005,01/01/1970 00:00:44 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:47 +00:00,-0.008,21.040102,270.1,50.2016383,-66.3852017,0,0,0,0,0.9894005,01/01/1970 00:00:45 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:48 +00:00,-0.01,21.02063,270.5,50.2016269,-66.385233,0,0,0,0,0.9887253,01/01/1970 00:00:47 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:49 +00:00,-0.014,21.02063,272,50.2016269,-66.385233,0,0,0,0,0.9887253,01/01/1970 00:00:48 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:50 +00:00,-0.012,21.02063,273.1,50.2016269,-66.385233,0,0,0,0,0.9887253,01/01/1970 00:00:49 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:51 +00:00,-0.016,21.02063,274.2,50.2016269,-66.385233,0,0,0,0,0.9887253,01/01/1970 00:00:50 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:52 +00:00,-0.016,21.1709747,274.2,50.2016269,-66.385233,0,0,0,0,0.9887253,01/01/1970 00:00:51 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:53 +00:00,-0.015,21.1709747,273.9,50.20162,-66.3852236,0,0,0,0,0.9887253,01/01/1970 00:00:52 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:54 +00:00,-0.025,21.1709747,273.3,50.20162,-66.3852236,0,0,0,0,0.9887253,01/01/1970 00:00:53 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:55 +00:00,-0.017,21.1709747,272.8,50.20162,-66.3852236,0,0,0,0,0.9887253,01/01/1970 00:00:54 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:56 +00:00,-0.018,21.1709747,273.1,50.20162,-66.3852236,0,0,0,0,0.9887253,01/01/1970 00:00:55 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:57 +00:00,-0.017,21.1913662,273.5,50.20162,-66.3852236,0,0,0,0,0.9887253,01/01/1970 00:00:56 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:58 +00:00,-0.02,21.1913662,274.4,50.2016246,-66.3852149,0,0,0,0,0.9887253,01/01/1970 00:00:57 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:49:59 +00:00,-0.021,21.1913662,275.7,50.2016246,-66.3852149,0,0,0,0,0.9887253,01/01/1970 00:00:58 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:00 +00:00,-0.021,21.1913662,276.8,50.2016246,-66.3852149,0,0,0,0,0.9887253,01/01/1970 00:00:59 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:01 +00:00,-0.022,21.1913662,276.8,50.2016246,-66.3852149,0,0,0,0,0.9887253,01/01/1970 00:01:00 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:02 +00:00,-0.018,21.2694111,277.2,50.2016246,-66.3852149,0,0,0,0,0.9880502,01/01/1970 00:01:01 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:03 +00:00,-0.012,21.2694111,276.2,50.201628333333339,-66.385215,0,0,0,0,0.9880502,01/01/1970 00:01:02 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:04 +00:00,-0.026,21.2694111,274.8,50.201628333333339,-66.385215,0,0,0,0,0.9880502,01/01/1970 00:01:03 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:05 +00:00,-0.02,21.2694111,274.7,50.201628333333339,-66.385215,0,0,0,0,0.9880502,01/01/1970 00:01:04 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:06 +00:00,-0.023,21.2694111,275,50.201628333333339,-66.385215,0,0,0,0,0.9880502,01/01/1970 00:01:05 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:07 +00:00,-0.032,21.321249,275.2,50.201628333333339,-66.385215,0,0,0,0,0.9880502,01/01/1970 00:01:06 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:08 +00:00,-0.023,21.321249,275.7,50.2016249,-66.3852164,0,0,0,0,0.9880502,01/01/1970 00:01:07 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:09 +00:00,-0.029,21.321249,275.8,50.2016249,-66.3852164,0,0,0,0,0.9880502,01/01/1970 00:01:08 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:10 +00:00,-0.031,21.321249,275.7,50.2016249,-66.3852164,0,0,0,0,0.9880502,01/01/1970 00:01:09 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:11 +00:00,-0.029,21.321249,275.5,50.2016249,-66.3852164,0,0,0,0,0.9880502,01/01/1970 00:01:10 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:12 +00:00,-0.028,21.3840122,275.9,50.2016249,-66.3852164,0,0,0,0,0.9880502,01/01/1970 00:01:11 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:13 +00:00,-0.03,21.3840122,276.8,50.2016249,-66.3852164,0,0,0,0,0.9880502,01/01/1970 00:01:12 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/01/2025 14:50:14 +00:00,-0.034,21.3840122,276.5,50.2016249,-66.3852164,0,0,0,0,0.9880502,01/01/1970 00:01:13 +00:00,20.8482971,°C,0.000192750013,RFU,20.65976,°C,0,RFU,19.6477642,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982783,g/cm³,0,ppt,0,NTU,19.6477642,°C,16.678,V
08/01/2025 14:50:15 +00:00,-0.028,21.3840122,276.8,50.2016249,-66.3852164,0,0,0,0,0.9880502,01/01/1970 00:01:14 +00:00,20.8482971,°C,0.000192750013,RFU,20.65976,°C,0,RFU,19.6477642,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982783,g/cm³,0,ppt,0,NTU,19.6477642,°C,16.678,V
08/01/2025 14:50:16 +00:00,-0.03,21.3840122,276.9,50.2016249,-66.3852164,0,0,0,0,0.9880502,01/01/1970 00:01:15 +00:00,20.8482971,°C,0.000192750013,RFU,20.65976,°C,0,RFU,19.6477642,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982783,g/cm³,0,ppt,0,NTU,19.6477642,°C,16.678,V
08/01/2025 14:50:17 +00:00,-0.027,21.4370556,277.3,50.2016249,-66.3852164,0,0,0,0,0.9873751,01/01/1970 00:01:16 +00:00,20.8482971,°C,0.000192750013,RFU,20.65976,°C,0,RFU,19.6477642,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982783,g/cm³,0,ppt,0,NTU,19.6477642,°C,16.678,V
08/01/2025 14:50:18 +00:00,-0.029,21.4370556,277.7,50.2016249,-66.3852164,0,0,0,0,0.9873751,01/01/1970 00:01:17 +00:00,20.8482971,°C,0.000192750013,RFU,20.65976,°C,0,RFU,19.6477642,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982783,g/cm³,0,ppt,0,NTU,19.6477642,°C,16.678,V
08/01/2025 14:50:19 +00:00,-0.033,21.4370556,277.5,50.2016249,-66.3852164,0,0,0,0,0.9873751,01/01/1970 00:01:18 +00:00,20.8482971,°C,0.000192750013,RFU,20.65976,°C,0,RFU,19.6477642,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982783,g/cm³,0,ppt,0,NTU,19.6477642,°C,16.678,V
08/01/2025 14:50:20 +00:00,-0.029,21.4370556,276.9,50.2016249,-66.3852164,0,0,0,0,0.9873751,01/01/1970 00:01:19 +00:00,20.8482971,°C,0.000192750013,RFU,20.65976,°C,0,RFU,19.6477642,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982783,g/cm³,0,ppt,0,NTU,19.6477642,°C,16.678,V
08/01/2025 14:50:21 +00:00,-0.021,21.4370556,276.6,50.2016249,-66.3852164,0,0,0,0,0.9873751,01/01/1970 00:01:20 +00:00,20.7925415,°C,0.00283621834,RFU,20.62735,°C,0,RFU,19.5496616,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982981,g/cm³,0,ppt,0,NTU,19.5496616,°C,16.66,V
08/01/2025 14:50:22 +00:00,-0.036,21.50728,277,50.2016249,-66.3852164,0,0,0,0,0.9873751,01/01/1970 00:01:21 +00:00,20.7925415,°C,0.00283621834,RFU,20.62735,°C,0,RFU,19.5496616,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982981,g/cm³,0,ppt,0,NTU,19.5496616,°C,16.66,V
08/01/2025 14:50:23 +00:00,-0.029,21.50728,277.9,50.2016249,-66.3852164,0,0,0,0,0.9873751,01/01/1970 00:01:22 +00:00,20.7925415,°C,0.00283621834,RFU,20.62735,°C,0,RFU,19.5496616,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982981,g/cm³,0,ppt,0,NTU,19.5496616,°C,16.66,V
08/01/2025 14:50:24 +00:00,-0.034,21.50728,277.5,50.2016249,-66.3852164,0,0,0,0,0.9873751,01/01/1970 00:01:23 +00:00,20.7925415,°C,0.00283621834,RFU,20.62735,°C,0,RFU,19.5496616,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982981,g/cm³,0,ppt,0,NTU,19.5496616,°C,16.66,V
08/01/2025 14:50:25 +00:00,-0.033,21.50728,277.4,50.2016249,-66.3852164,0,0,0,0,0.9873751,01/01/1970 00:01:24 +00:00,20.7925415,°C,0.00283621834,RFU,20.62735,°C,0,RFU,19.5496616,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982981,g/cm³,0,ppt,0,NTU,19.5496616,°C,16.66,V
08/01/2025 14:50:26 +00:00,-0.041,21.50728,277.1,50.2016249,-66.3852164,0,0,0,0,0.9873751,01/01/1970 00:01:25 +00:00,20.7925415,°C,0.00283621834,RFU,20.62735,°C,0,RFU,19.5496616,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982981,g/cm³,0,ppt,0,NTU,19.5496616,°C,16.66,V
08/01/2025 14:50:27 +00:00,-0.03,21.14947,277.4,50.201625,-66.3852183,0,0,0,0,0.9873751,01/01/1970 00:01:26 +00:00,20.73349,°C,0.00295621925,RFU,20.590271,°C,0,RFU,19.5207634,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.99830395,g/cm³,0,ppt,0,NTU,19.5207634,°C,16.642,V
08/01/2025 14:50:28 +00:00,-0.034,21.14947,278.1,50.201625,-66.3852183,0,0,0,0,0.9873751,01/01/1970 00:01:27 +00:00,20.73349,°C,0.00295621925,RFU,20.590271,°C,0,RFU,19.5207634,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.99830395,g/cm³,0,ppt,0,NTU,19.5207634,°C,16.642,V
08/01/2025 14:50:29 +00:00,-0.031,21.14947,278.3,50.201625,-66.3852183,0,0,0,0,0.9873751,01/01/1970 00:01:28 +00:00,20.73349,°C,0.00295621925,RFU,20.590271,°C,0,RFU,19.5207634,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.99830395,g/cm³,0,ppt,0,NTU,19.5207634,°C,16.642,V
08/01/2025 14:50:30 +00:00,-0.04,21.14947,278.2,50.201625,-66.3852183,0,0,0,0,0.9873751,01/01/1970 00:01:29 +00:00,20.73349,°C,0.00295621925,RFU,20.590271,°C,0,RFU,19.5207634,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.99830395,g/cm³,0,ppt,0,NTU,19.5207634,°C,16.642,V
08/01/2025 14:50:31 +00:00,-0.039,21.14947,278.2,50.201625,-66.3852183,0,0,0,0,0.9873751,01/01/1970 00:01:30 +00:00,20.73349,°C,0.00295621925,RFU,20.590271,°C,0,RFU,19.5207634,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.99830395,g/cm³,0,ppt,0,NTU,19.5207634,°C,16.642,V
08/01/2025 14:50:32 +00:00,-0.038,21.5780125,278.9,50.2016266,-66.385229,0,0,0,0,0.9867,01/01/1970 00:01:31 +00:00,20.73349,°C,0.00295621925,RFU,20.590271,°C,0,RFU,19.5207634,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.99830395,g/cm³,0,ppt,0,NTU,19.5207634,°C,16.642,V
08/01/2025 14:50:33 +00:00,-0.04,21.5780125,279.2,50.2016266,-66.385229,0,0,0,0,0.9867,01/01/1970 00:01:32 +00:00,20.6838379,°C,0.00175863155,RFU,20.5603333,°C,0,RFU,19.4871063,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9983108,g/cm³,0,ppt,0,NTU,19.4871063,°C,16.669,V
08/01/2025 14:50:34 +00:00,-0.042,21.5780125,279.1,50.2016266,-66.385229,0,0,0,0,0.9867,01/01/1970 00:01:33 +00:00,20.6838379,°C,0.00175863155,RFU,20.5603333,°C,0,RFU,19.4871063,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9983108,g/cm³,0,ppt,0,NTU,19.4871063,°C,16.669,V
08/01/2025 14:50:35 +00:00,-0.039,21.5780125,278.7,50.2016266,-66.385229,0,0,0,0,0.9867,01/01/1970 00:01:34 +00:00,20.6838379,°C,0.00175863155,RFU,20.5603333,°C,0,RFU,19.4871063,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9983108,g/cm³,0,ppt,0,NTU,19.4871063,°C,16.669,V
08/01/2025 14:50:36 +00:00,-0.042,21.5780125,278.5,50.2016266,-66.385229,0,0,0,0,0.9867,01/01/1970 00:01:35 +00:00,20.6838379,°C,0.00175863155,RFU,20.5603333,°C,0,RFU,19.4871063,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9983108,g/cm³,0,ppt,0,NTU,19.4871063,°C,16.669,V
08/01/2025 14:50:37 +00:00,-0.042,21.612854,278.5,50.2016168,-66.3852333,0,0,0,0,0.9867,01/01/1970 00:01:36 +00:00,20.6838379,°C,0.00175863155,RFU,20.5603333,°C,0,RFU,19.4871063,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9983108,g/cm³,0,ppt,0,NTU,19.4871063,°C,16.669,V
08/01/2025 14:50:38 +00:00,-0.041,21.612854,278.4,50.2016168,-66.3852333,0,0,0,0,0.9867,01/01/1970 00:01:37 +00:00,20.6838379,°C,0.00175863155,RFU,20.5603333,°C,0,RFU,19.4871063,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9983108,g/cm³,0,ppt,0,NTU,19.4871063,°C,16.669,V
08/01/2025 14:50:39 +00:00,-0.038,21.612854,278.4,50.2016168,-66.3852333,0,0,0,0,0.9867,01/01/1970 00:01:38 +00:00,20.6374512,°C,0.0035732,RFU,20.5379333,°C,0,RFU,19.5610619,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982959,g/cm³,0,ppt,0,NTU,19.5610619,°C,16.642,V
08/01/2025 14:50:40 +00:00,-0.045,21.612854,278.3,50.2016168,-66.3852333,0,0,0,0,0.9867,01/01/1970 00:01:39 +00:00,20.6374512,°C,0.0035732,RFU,20.5379333,°C,0,RFU,19.5610619,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982959,g/cm³,0,ppt,0,NTU,19.5610619,°C,16.642,V
08/01/2025 14:50:41 +00:00,-0.041,21.612854,278.7,50.2016168,-66.3852333,0,0,0,0,0.9867,01/01/1970 00:01:40 +00:00,20.6374512,°C,0.0035732,RFU,20.5379333,°C,0,RFU,19.5610619,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982959,g/cm³,0,ppt,0,NTU,19.5610619,°C,16.642,V
08/01/2025 14:50:42 +00:00,-0.041,21.6529675,277.9,50.2016166,-66.3852333,0,0,0,0,0.9867,01/01/1970 00:01:41 +00:00,20.6374512,°C,0.0035732,RFU,20.5379333,°C,0,RFU,19.5610619,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982959,g/cm³,0,ppt,0,NTU,19.5610619,°C,16.642,V
08/01/2025 14:50:44 +00:00,-0.047,21.6529675,277,50.2016166,-66.3852333,0,0,0,0,0.9867,01/01/1970 00:01:42 +00:00,20.6374512,°C,0.0035732,RFU,20.5379333,°C,0,RFU,19.5610619,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982959,g/cm³,0,ppt,0,NTU,19.5610619,°C,16.642,V
08/01/2025 14:50:45 +00:00,-0.055,21.6529675,276,50.2016166,-66.3852333,0,0,0,0,0.9867,01/01/1970 00:01:43 +00:00,20.6374512,°C,0.0035732,RFU,20.5379333,°C,0,RFU,19.5610619,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982959,g/cm³,0,ppt,0,NTU,19.5610619,°C,16.642,V
08/01/2025 14:50:46 +00:00,-0.05,21.6529675,275.8,50.2016166,-66.3852333,0,0,0,0,0.9867,01/01/1970 00:01:44 +00:00,20.6374512,°C,0.0035732,RFU,20.5379333,°C,0,RFU,19.5610619,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982959,g/cm³,0,ppt,0,NTU,19.5610619,°C,16.642,V
08/01/2025 14:50:47 +00:00,-0.048,21.6529675,276.1,50.2016166,-66.3852333,0,0,0,0,0.9867,01/01/1970 00:01:45 +00:00,20.61316,°C,0.003332778,RFU,20.541748,°C,0,RFU,19.61549,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982848,g/cm³,0,ppt,0,NTU,19.61549,°C,16.633,V
08/01/2025 14:50:48 +00:00,-0.034,21.4182835,277.2,50.2016166,-66.3852333,0,0,0,0,0.986024857,01/01/1970 00:01:46 +00:00,20.61316,°C,0.003332778,RFU,20.541748,°C,0,RFU,19.61549,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982848,g/cm³,0,ppt,0,NTU,19.61549,°C,16.633,V
08/01/2025 14:50:49 +00:00,-0.041,21.4182835,277.7,50.2016166,-66.3852333,0,0,0,0,0.986024857,01/01/1970 00:01:47 +00:00,20.61316,°C,0.003332778,RFU,20.541748,°C,0,RFU,19.61549,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982848,g/cm³,0,ppt,0,NTU,19.61549,°C,16.633,V
08/01/2025 14:50:50 +00:00,-0.05,21.4182835,278.1,50.2016166,-66.3852333,0,0,0,0,0.986024857,01/01/1970 00:01:48 +00:00,20.61316,°C,0.003332778,RFU,20.541748,°C,0,RFU,19.61549,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982848,g/cm³,0,ppt,0,NTU,19.61549,°C,16.633,V
08/01/2025 14:50:51 +00:00,-0.049,21.4182835,277.7,50.2016166,-66.3852333,0,0,0,0,0.986024857,01/01/1970 00:01:49 +00:00,20.61316,°C,0.003332778,RFU,20.541748,°C,0,RFU,19.61549,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982848,g/cm³,0,ppt,0,NTU,19.61549,°C,16.633,V
08/01/2025 14:50:52 +00:00,-0.045,21.4182835,277.9,50.2016166,-66.3852333,0,0,0,0,0.986024857,01/01/1970 00:01:50 +00:00,20.61316,°C,0.003332778,RFU,20.541748,°C,0,RFU,19.61549,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982848,g/cm³,0,ppt,0,NTU,19.61549,°C,16.633,V
08/01/2025 14:50:53 +00:00,-0.042,21.67777,278.1,50.2016132,-66.3852302,0,0,0,0,0.986024857,01/01/1970 00:01:51 +00:00,20.5950317,°C,0.00354402536,RFU,20.5516663,°C,0,RFU,19.6442928,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.998279,g/cm³,0,ppt,0,NTU,19.6442928,°C,16.66,V
08/01/2025 14:50:54 +00:00,-0.039,21.67777,278.1,50.2016132,-66.3852302,0,0,0,0,0.986024857,01/01/1970 00:01:52 +00:00,20.5950317,°C,0.00354402536,RFU,20.5516663,°C,0,RFU,19.6442928,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.998279,g/cm³,0,ppt,0,NTU,19.6442928,°C,16.66,V
08/01/2025 14:50:55 +00:00,-0.047,21.67777,278.5,50.2016132,-66.3852302,0,0,0,0,0.986024857,01/01/1970 00:01:53 +00:00,20.5950317,°C,0.00354402536,RFU,20.5516663,°C,0,RFU,19.6442928,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.998279,g/cm³,0,ppt,0,NTU,19.6442928,°C,16.66,V
08/01/2025 14:50:56 +00:00,-0.048,21.67777,278.7,50.2016132,-66.3852302,0,0,0,0,0.986024857,01/01/1970 00:01:54 +00:00,20.5950317,°C,0.00354402536,RFU,20.5516663,°C,0,RFU,19.6442928,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.998279,g/cm³,0,ppt,0,NTU,19.6442928,°C,16.66,V
08/01/2025 14:50:57 +00:00,-0.046,21.67777,278.6,50.2016132,-66.3852302,0,0,0,0,0.986024857,01/01/1970 00:01:55 +00:00,20.5950317,°C,0.00354402536,RFU,20.5516663,°C,0,RFU,19.6442928,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.998279,g/cm³,0,ppt,0,NTU,19.6442928,°C,16.66,V
08/01/2025 14:50:58 +00:00,-0.048,21.74634,278.3,50.2016083,-66.3852317,0,0,0,0,0.986024857,01/01/1970 00:01:56 +00:00,20.5950317,°C,0.00354402536,RFU,20.5516663,°C,0,RFU,19.6442928,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.998279,g/cm³,0,ppt,0,NTU,19.6442928,°C,16.66,V
08/01/2025 14:50:59 +00:00,-0.045,21.74634,278.2,50.2016083,-66.3852317,0,0,0,0,0.986024857,01/01/1970 00:01:57 +00:00,20.5794678,°C,0.001271825,RFU,20.5617676,°C,0,RFU,19.7408371,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982594,g/cm³,0,ppt,0,NTU,19.7408371,°C,16.66,V
08/01/2025 14:51:00 +00:00,-0.052,21.74634,278.5,50.2016083,-66.3852317,0,0,0,0,0.986024857,01/01/1970 00:01:58 +00:00,20.5794678,°C,0.001271825,RFU,20.5617676,°C,0,RFU,19.7408371,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982594,g/cm³,0,ppt,0,NTU,19.7408371,°C,16.66,V
08/01/2025 14:51:01 +00:00,-0.05,21.74634,278.5,50.2016083,-66.3852317,0,0,0,0,0.986024857,01/01/1970 00:01:59 +00:00,20.5794678,°C,0.001271825,RFU,20.5617676,°C,0,RFU,19.7408371,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982594,g/cm³,0,ppt,0,NTU,19.7408371,°C,16.66,V
08/01/2025 14:51:02 +00:00,-0.048,21.74634,278.5,50.2016083,-66.3852317,0,0,0,0,0.986024857,01/01/1970 00:02:00 +00:00,20.5794678,°C,0.001271825,RFU,20.5617676,°C,0,RFU,19.7408371,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9982594,g/cm³,0,ppt,0,NTU,19.7408371,°C,16.66,V
