Ts,Depth,Altitude,WaterTemp,Heading,PilotLat,PilotLon,DroneLat,DroneLon,DroneNorthing,DroneEasting,BatteryLevel,Monotonic,ChlorophyllASensor-Temperature,ChlorophyllASensor-Temperature-unit,ChlorophyllASensor-ChlorophyllAFluorescenceIntensity,ChlorophyllASensor-ChlorophyllAFluorescenceIntensity-unit,CrudeOilSensor-Temperature,CrudeOilSensor-Temperature-unit,CrudeOilSensor-CrudeOilFluorescenceIntensity,CrudeOilSensor-CrudeOilFluorescenceIntensity-unit,ConductivitySensor-Temperature,ConductivitySensor-Temperature-unit,ConductivitySensor-ActualConductivity,ConductivitySensor-ActualConductivity-unit,ConductivitySensor-SpecificConductivity,ConductivitySensor-SpecificConductivity-unit,ConductivitySensor-Salinity,ConductivitySensor-Salinity-unit,ConductivitySensor-Resistivity,ConductivitySensor-Resistivity-unit,ConductivitySensor-DensityOfWater,ConductivitySensor-DensityOfWater-unit,ConductivitySensor-TotalDissolvedSolids,ConductivitySensor-TotalDissolvedSolids-unit,TurbiditySensor-Turbidity,TurbiditySensor-Turbidity-unit,ProbeParameters-Temperature,ProbeParameters-Temperature-unit,ProbeParameters-ExternalVoltage,ProbeParameters-ExternalVoltage-unit
08/07/2025 14:12:42 +00:00,0,0,0,0,0,0,0,0,0,0,0,01/01/1970 00:00:36 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:46 +00:00,0,0,0,0,0,0,0,0,0,0,0,01/01/1970 00:00:40 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:47 +00:00,0,0,24.11734,136.4,0,0,0,0,0,0,0.9724476,01/01/1970 00:00:41 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:48 +00:00,-0.003,0,24.11734,136.2,0,0,0,0,0,0,0.9724476,01/01/1970 00:00:42 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:49 +00:00,-0.006,0,24.11734,135.8,0,0,0,0,0,0,0.9724476,01/01/1970 00:00:43 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:50 +00:00,0.001,0,24.11734,136.3,0,0,0,0,0,0,0.9724476,01/01/1970 00:00:44 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:51 +00:00,-0.007,0,24.11734,136.5,0,0,0,0,0,0,0.9724476,01/01/1970 00:00:45 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:52 +00:00,0,0,24.3199787,135.4,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:46 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:53 +00:00,-0.005,0,24.3199787,132.7,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:47 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:54 +00:00,-0.006,0,24.3199787,130.9,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:49 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:55 +00:00,-0.006,0,24.3199787,129.4,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:50 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:56 +00:00,-0.005,0,24.3199787,128.7,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:51 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:57 +00:00,-0.01,0,24.3950634,128.5,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:52 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:58 +00:00,-0.01,0,24.3950634,128.6,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:53 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:12:59 +00:00,-0.014,0,24.3950634,128.8,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:54 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:00 +00:00,-0.005,0,24.3950634,128.9,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:55 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:01 +00:00,-0.013,0,24.3950634,128.6,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:56 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:02 +00:00,-0.016,0,24.4652615,128.5,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:57 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:03 +00:00,-0.016,0,24.4652615,128.5,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:58 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:04 +00:00,-0.013,0,24.4652615,128.5,0,0,0,0,0,0,0.971771538,01/01/1970 00:00:59 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:05 +00:00,-0.013,0,24.4652615,128.7,0,0,0,0,0,0,0.971771538,01/01/1970 00:01:00 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:06 +00:00,-0.011,0,24.4652615,129.1,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:01 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:07 +00:00,-0.015,0,24.5001049,128.6,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:02 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:08 +00:00,-0.014,0,24.5001049,128.5,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:03 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:09 +00:00,-0.015,0,24.5001049,128.5,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:04 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:10 +00:00,-0.01,0,24.5001049,128.9,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:05 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:11 +00:00,-0.011,0,24.5001049,129.2,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:06 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:12 +00:00,-0.012,0,24.5343456,129.9,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:07 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:13 +00:00,-0.016,0,24.5343456,129.7,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:08 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:14 +00:00,-0.017,0,24.5343456,129.8,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:09 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:15 +00:00,-0.015,0,24.5343456,129.9,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:10 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:16 +00:00,-0.02,0,24.5343456,130.2,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:11 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:17 +00:00,-0.018,0,24.5476112,130.3,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:12 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:19 +00:00,-0.012,0,24.5476112,129.9,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:13 +00:00,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
08/07/2025 14:13:20 +00:00,-0.018,0,24.5476112,129.8,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:14 +00:00,21.8153381,°C,0.00339650479,RFU,21.5843811,°C,0,RFU,21.54554,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.997875035,g/cm³,0,ppt,0,NTU,21.54554,°C,16.615,V
08/07/2025 14:13:21 +00:00,-0.025,0,24.5476112,129.7,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:15 +00:00,21.8153381,°C,0.00339650479,RFU,21.5843811,°C,0,RFU,21.54554,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.997875035,g/cm³,0,ppt,0,NTU,21.54554,°C,16.615,V
08/07/2025 14:13:22 +00:00,-0.016,0,24.5476112,129.7,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:16 +00:00,21.8153381,°C,0.00339650479,RFU,21.5843811,°C,0,RFU,21.54554,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.997875035,g/cm³,0,ppt,0,NTU,21.54554,°C,16.615,V
08/07/2025 14:13:23 +00:00,-0.014,0,24.6357651,131,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:17 +00:00,21.8153381,°C,0.00339650479,RFU,21.5843811,°C,0,RFU,21.54554,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.997875035,g/cm³,0,ppt,0,NTU,21.54554,°C,16.615,V
08/07/2025 14:13:24 +00:00,-0.025,0,24.6357651,131.9,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:18 +00:00,21.8153381,°C,0.00339650479,RFU,21.5843811,°C,0,RFU,21.54554,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.997875035,g/cm³,0,ppt,0,NTU,21.54554,°C,16.615,V
08/07/2025 14:13:25 +00:00,-0.026,0,24.6357651,132.5,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:19 +00:00,21.8153381,°C,0.00339650479,RFU,21.5843811,°C,0,RFU,21.54554,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.997875035,g/cm³,0,ppt,0,NTU,21.54554,°C,16.615,V
08/07/2025 14:13:26 +00:00,-0.016,0,24.6357651,133,0,0,0,0,0,0,0.971095562,01/01/1970 00:01:20 +00:00,21.8153381,°C,0.00339650479,RFU,21.5843811,°C,0,RFU,21.54554,°C,0,μS/cm,0,μS/cm,4.656613E-10,PSU,1E+07,Ω-cm,0.997875035,g/cm³,0,ppt,0,NTU,21.54554,°C,16.615,V
08/07/2025 14:13:27 +00:00,-0.026,0,24.6357651,133.4,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:21 +00:00,21.8108826,°C,0.00117868953,RFU,21.5784912,°C,0,RFU,21.5037251,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5037251,°C,16.624,V
08/07/2025 14:13:28 +00:00,-0.027,0,24.6923752,133.5,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:22 +00:00,21.8108826,°C,0.00117868953,RFU,21.5784912,°C,0,RFU,21.5037251,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5037251,°C,16.624,V
08/07/2025 14:13:29 +00:00,-0.031,0,24.6923752,133.6,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:23 +00:00,21.8108826,°C,0.00117868953,RFU,21.5784912,°C,0,RFU,21.5037251,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5037251,°C,16.624,V
08/07/2025 14:13:30 +00:00,-0.013,0,24.6923752,133.4,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:24 +00:00,21.8108826,°C,0.00117868953,RFU,21.5784912,°C,0,RFU,21.5037251,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5037251,°C,16.624,V
08/07/2025 14:13:31 +00:00,-0.018,0,24.6923752,133.4,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:25 +00:00,21.8108826,°C,0.00117868953,RFU,21.5784912,°C,0,RFU,21.5037251,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5037251,°C,16.624,V
08/07/2025 14:13:32 +00:00,-0.021,0,24.6923752,133.7,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:26 +00:00,21.8108826,°C,0.00117868953,RFU,21.5784912,°C,0,RFU,21.5037251,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5037251,°C,16.624,V
08/07/2025 14:13:33 +00:00,-0.027,0,24.7033558,132.9,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:27 +00:00,21.7975464,°C,0.002526563,RFU,21.5582886,°C,0,RFU,21.4775448,°C,0,μS/cm,0,μS/cm,2.32830644E-10,PSU,1E+07,Ω-cm,0.9978901,g/cm³,0,ppt,0,NTU,21.4775448,°C,16.624,V
08/07/2025 14:13:34 +00:00,-0.027,0,24.7033558,131.3,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:28 +00:00,21.7975464,°C,0.002526563,RFU,21.5582886,°C,0,RFU,21.4775448,°C,0,μS/cm,0,μS/cm,2.32830644E-10,PSU,1E+07,Ω-cm,0.9978901,g/cm³,0,ppt,0,NTU,21.4775448,°C,16.624,V
08/07/2025 14:13:35 +00:00,-0.024,0,24.7033558,130.4,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:29 +00:00,21.7975464,°C,0.002526563,RFU,21.5582886,°C,0,RFU,21.4775448,°C,0,μS/cm,0,μS/cm,2.32830644E-10,PSU,1E+07,Ω-cm,0.9978901,g/cm³,0,ppt,0,NTU,21.4775448,°C,16.624,V
08/07/2025 14:13:36 +00:00,-0.025,0,24.7033558,130.5,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:30 +00:00,21.7975464,°C,0.002526563,RFU,21.5582886,°C,0,RFU,21.4775448,°C,0,μS/cm,0,μS/cm,2.32830644E-10,PSU,1E+07,Ω-cm,0.9978901,g/cm³,0,ppt,0,NTU,21.4775448,°C,16.624,V
08/07/2025 14:13:37 +00:00,-0.026,0,24.7033558,130.6,0,0,0,0,0,0,0.970419645,01/01/1970 00:01:31 +00:00,21.7975464,°C,0.002526563,RFU,21.5582886,°C,0,RFU,21.4775448,°C,0,μS/cm,0,μS/cm,2.32830644E-10,PSU,1E+07,Ω-cm,0.9978901,g/cm³,0,ppt,0,NTU,21.4775448,°C,16.624,V
08/07/2025 14:13:38 +00:00,-0.028,0,24.7605362,130.1,50.2033171,-66.386632,0,0,0,0,0.970419645,01/01/1970 00:01:32 +00:00,21.7975464,°C,0.002526563,RFU,21.5582886,°C,0,RFU,21.4775448,°C,0,μS/cm,0,μS/cm,2.32830644E-10,PSU,1E+07,Ω-cm,0.9978901,g/cm³,0,ppt,0,NTU,21.4775448,°C,16.624,V
08/07/2025 14:13:39 +00:00,-0.029,0,24.7605362,131.8,50.2033171,-66.386632,0,0,0,0,0.970419645,01/01/1970 00:01:33 +00:00,21.7758484,°C,0.00296604331,RFU,21.5393677,°C,0,RFU,21.45042,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9978962,g/cm³,0,ppt,0,NTU,21.45042,°C,16.597,V
08/07/2025 14:13:40 +00:00,-0.024,0,24.7605362,132.9,50.2033171,-66.386632,0,0,0,0,0.970419645,01/01/1970 00:01:34 +00:00,21.7758484,°C,0.00296604331,RFU,21.5393677,°C,0,RFU,21.45042,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9978962,g/cm³,0,ppt,0,NTU,21.45042,°C,16.597,V
08/07/2025 14:13:41 +00:00,-0.022,0,24.7605362,133.3,50.2033171,-66.386632,0,0,0,0,0.970419645,01/01/1970 00:01:35 +00:00,21.7758484,°C,0.00296604331,RFU,21.5393677,°C,0,RFU,21.45042,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9978962,g/cm³,0,ppt,0,NTU,21.45042,°C,16.597,V
08/07/2025 14:13:42 +00:00,-0.029,0,24.7605362,133.7,50.2033171,-66.386632,0,0,0,0,0.9697436,01/01/1970 00:01:36 +00:00,21.7758484,°C,0.00296604331,RFU,21.5393677,°C,0,RFU,21.45042,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9978962,g/cm³,0,ppt,0,NTU,21.45042,°C,16.597,V
08/07/2025 14:13:43 +00:00,-0.036,0,24.78332,133.3,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:37 +00:00,21.7758484,°C,0.00296604331,RFU,21.5393677,°C,0,RFU,21.45042,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9978962,g/cm³,0,ppt,0,NTU,21.45042,°C,16.597,V
08/07/2025 14:13:44 +00:00,-0.031,0,24.78332,132.4,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:38 +00:00,21.7758484,°C,0.00296604331,RFU,21.5393677,°C,0,RFU,21.45042,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9978962,g/cm³,0,ppt,0,NTU,21.45042,°C,16.597,V
08/07/2025 14:13:45 +00:00,-0.031,0,24.78332,132,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:39 +00:00,21.76004,°C,0,RFU,21.5118713,°C,0,RFU,21.4301949,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997900546,g/cm³,0,ppt,0,NTU,21.4301949,°C,16.552,V
08/07/2025 14:13:46 +00:00,-0.031,0,24.78332,131.7,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:40 +00:00,21.76004,°C,0,RFU,21.5118713,°C,0,RFU,21.4301949,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997900546,g/cm³,0,ppt,0,NTU,21.4301949,°C,16.552,V
08/07/2025 14:13:47 +00:00,-0.032,0,24.78332,114.2,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:41 +00:00,21.76004,°C,0,RFU,21.5118713,°C,0,RFU,21.4301949,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997900546,g/cm³,0,ppt,0,NTU,21.4301949,°C,16.552,V
08/07/2025 14:13:48 +00:00,-0.032,0,24.8158131,114.5,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:42 +00:00,21.76004,°C,0,RFU,21.5118713,°C,0,RFU,21.4301949,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997900546,g/cm³,0,ppt,0,NTU,21.4301949,°C,16.552,V
08/07/2025 14:13:49 +00:00,-0.03,0,24.8158131,114.3,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:43 +00:00,21.76004,°C,0,RFU,21.5118713,°C,0,RFU,21.4301949,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997900546,g/cm³,0,ppt,0,NTU,21.4301949,°C,16.552,V
08/07/2025 14:13:50 +00:00,-0.03,0,24.8158131,114.3,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:44 +00:00,21.76004,°C,0,RFU,21.5118713,°C,0,RFU,21.4301949,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997900546,g/cm³,0,ppt,0,NTU,21.4301949,°C,16.552,V
08/07/2025 14:13:51 +00:00,-0.038,0,24.8158131,113.9,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:45 +00:00,21.76004,°C,0,RFU,21.5118713,°C,0,RFU,21.4301949,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997900546,g/cm³,0,ppt,0,NTU,21.4301949,°C,16.552,V
08/07/2025 14:13:52 +00:00,-0.029,0,24.8158131,114.2,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:46 +00:00,21.743988,°C,0.0005959708,RFU,21.4885864,°C,0,RFU,21.4201412,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.99790287,g/cm³,0,ppt,0,NTU,21.4201412,°C,16.579,V
08/07/2025 14:13:53 +00:00,-0.033,0,24.8493519,114.5,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:47 +00:00,21.743988,°C,0.0005959708,RFU,21.4885864,°C,0,RFU,21.4201412,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.99790287,g/cm³,0,ppt,0,NTU,21.4201412,°C,16.579,V
08/07/2025 14:13:54 +00:00,-0.037,0,24.8493519,114.9,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:48 +00:00,21.743988,°C,0.0005959708,RFU,21.4885864,°C,0,RFU,21.4201412,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.99790287,g/cm³,0,ppt,0,NTU,21.4201412,°C,16.579,V
08/07/2025 14:13:55 +00:00,-0.033,0,24.8493519,114.3,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:49 +00:00,21.743988,°C,0.0005959708,RFU,21.4885864,°C,0,RFU,21.4201412,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.99790287,g/cm³,0,ppt,0,NTU,21.4201412,°C,16.579,V
08/07/2025 14:13:56 +00:00,-0.041,0,24.8493519,114.1,50.2018128,-66.3849874,0,0,0,0,0.9697436,01/01/1970 00:01:50 +00:00,21.743988,°C,0.0005959708,RFU,21.4885864,°C,0,RFU,21.4201412,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.99790287,g/cm³,0,ppt,0,NTU,21.4201412,°C,16.579,V
08/07/2025 14:13:57 +00:00,-0.034,0,24.8493519,114.4,50.2018128,-66.3849874,0,0,0,0,0.9690677,01/01/1970 00:01:51 +00:00,21.743988,°C,0.0005959708,RFU,21.4885864,°C,0,RFU,21.4201412,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.99790287,g/cm³,0,ppt,0,NTU,21.4201412,°C,16.579,V
08/07/2025 14:13:58 +00:00,-0.032,0,24.8817482,114.5,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:01:52 +00:00,21.7243042,°C,0.000808378449,RFU,21.4697876,°C,0,RFU,21.432415,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9979001,g/cm³,0,ppt,0,NTU,21.432415,°C,16.597,V
08/07/2025 14:13:59 +00:00,-0.034,0,24.8817482,114.1,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:01:53 +00:00,21.7243042,°C,0.000808378449,RFU,21.4697876,°C,0,RFU,21.432415,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9979001,g/cm³,0,ppt,0,NTU,21.432415,°C,16.597,V
08/07/2025 14:14:00 +00:00,-0.033,0,24.8817482,114.6,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:01:54 +00:00,21.7243042,°C,0.000808378449,RFU,21.4697876,°C,0,RFU,21.432415,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9979001,g/cm³,0,ppt,0,NTU,21.432415,°C,16.597,V
08/07/2025 14:14:01 +00:00,-0.037,0,24.8817482,114.5,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:01:55 +00:00,21.7243042,°C,0.000808378449,RFU,21.4697876,°C,0,RFU,21.432415,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9979001,g/cm³,0,ppt,0,NTU,21.432415,°C,16.597,V
08/07/2025 14:14:02 +00:00,-0.041,0,24.90396,113.9,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:01:56 +00:00,21.7243042,°C,0.000808378449,RFU,21.4697876,°C,0,RFU,21.432415,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9979001,g/cm³,0,ppt,0,NTU,21.432415,°C,16.597,V
08/07/2025 14:14:03 +00:00,-0.037,0,24.90396,113.1,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:01:57 +00:00,21.7243042,°C,0.000808378449,RFU,21.4697876,°C,0,RFU,21.432415,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.9979001,g/cm³,0,ppt,0,NTU,21.432415,°C,16.597,V
08/07/2025 14:14:04 +00:00,-0.036,0,24.90396,113,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:01:58 +00:00,21.7060852,°C,0.00123920687,RFU,21.462677,°C,0,RFU,21.5036869,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5036869,°C,16.597,V
08/07/2025 14:14:05 +00:00,-0.039,0,24.90396,113.2,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:01:59 +00:00,21.7060852,°C,0.00123920687,RFU,21.462677,°C,0,RFU,21.5036869,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5036869,°C,16.597,V
08/07/2025 14:14:06 +00:00,-0.041,0,24.90396,113.2,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:02:00 +00:00,21.7060852,°C,0.00123920687,RFU,21.462677,°C,0,RFU,21.5036869,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5036869,°C,16.597,V
08/07/2025 14:14:07 +00:00,-0.045,0,24.94927,112.8,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:02:01 +00:00,21.7060852,°C,0.00123920687,RFU,21.462677,°C,0,RFU,21.5036869,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5036869,°C,16.597,V
08/07/2025 14:14:08 +00:00,-0.046,0,24.94927,112.8,50.20180666666667,-66.384988333333325,0,0,0,0,0.9690677,01/01/1970 00:02:02 +00:00,21.7060852,°C,0.00123920687,RFU,21.462677,°C,0,RFU,21.5036869,°C,0,μS/cm,0,μS/cm,0,PSU,1E+07,Ω-cm,0.997884333,g/cm³,0,ppt,0,NTU,21.5036869,°C,16.597,V
